icd_decimal,icd_short,overlap_ufhealth,request_idr
F48.9,F489,0,yes
F93.8,F938,0,yes
F99,F99,0,yes
R45.2,R452,0,yes
R45.5,R455,0,yes
R45.6,R456,0,yes
R45.7,R457,0,yes
O45.099,O45099,0,yes
O72,O72,0,yes
O36.4,O364,0,yes
O36.4XX5,O364XX5,0,yes
P95,P95,0,yes
Z37.1,Z371,0,yes
Z37.3,Z373,0,yes
Z37.4,Z374,0,yes
Z37.7,Z377,0,yes
765,765,0,yes
766,766,0,yes
783,783,0,yes
784,784,0,yes
785,785,0,yes
786,786,0,yes
787,787,0,yes
788,788,0,yes
10D00Z0,10D00Z0,0,yes
10D00Z1,10D00Z1,0,yes
10D00Z2,10D00Z2,0,yes
59510,59510,0,yes
59514,59514,0,yes
59515,59515,0,yes
59618,59618,0,yes
59620,59620,0,yes
59622,59622,0,yes
O80,O80,0,yes
767,767,0,yes
768,768,0,yes
774,774,0,yes
775,775,0,yes
796,796,0,yes
797,797,0,yes
798,798,0,yes
805,805,0,yes
806,806,0,yes
807,807,0,yes
10D07Z3,10D07Z3,0,yes
10D07Z4,10D07Z4,0,yes
10D07Z5,10D07Z5,0,yes
10D07Z6,10D07Z6,0,yes
10D07Z7,10D07Z7,0,yes
10D07Z8,10D07Z8,0,yes
10E0XZZ,10E0XZZ,0,yes
59400,59400,0,yes
59409,59409,0,yes
59410,59410,0,yes
59610,59610,0,yes
59612,59612,0,yes
59614,59614,0,yes
NA,NA,0,yes
O30.191,O30191,0,yes
O30.211,O30211,0,yes
O30.213,O30213,0,yes
O30.221,O30221,0,yes
O30.223,O30223,0,yes
O30.292,O30292,0,yes
O30.293,O30293,0,yes
O30.801,O30801,0,yes
O30.802,O30802,0,yes
O30.803,O30803,0,yes
O30.811,O30811,0,yes
O30.812,O30812,0,yes
O30.821,O30821,0,yes
O30.822,O30822,0,yes
O30.823,O30823,0,yes
O30.891,O30891,0,yes
O30.892,O30892,0,yes
O30.893,O30893,0,yes
O31.11,O3111,0,yes
O31.11X3,O3111X3,0,yes
O31.11X4,O3111X4,0,yes
O31.11X5,O3111X5,0,yes
O31.11X9,O3111X9,0,yes
O31.12,O3112,0,yes
O31.12X3,O3112X3,0,yes
O31.12X4,O3112X4,0,yes
O31.12X5,O3112X5,0,yes
O31.12X9,O3112X9,0,yes
O31.13X3,O3113X3,0,yes
O31.13X4,O3113X4,0,yes
O31.13X5,O3113X5,0,yes
O31.13X9,O3113X9,0,yes
O31.21,O3121,0,yes
O31.21X3,O3121X3,0,yes
O31.21X4,O3121X4,0,yes
O31.21X5,O3121X5,0,yes
O31.21X9,O3121X9,0,yes
O31.22,O3122,0,yes
O31.22X3,O3122X3,0,yes
O31.22X4,O3122X4,0,yes
O31.22X5,O3122X5,0,yes
O31.22X9,O3122X9,0,yes
O31.23,O3123,0,yes
O31.23X4,O3123X4,0,yes
O31.23X5,O3123X5,0,yes
O31.8X1,O318X1,0,yes
O31.8X10,O318X10,0,yes
O31.8X11,O318X11,0,yes
O31.8X12,O318X12,0,yes
O31.8X13,O318X13,0,yes
O31.8X14,O318X14,0,yes
O31.8X15,O318X15,0,yes
O31.8X19,O318X19,0,yes
O31.8X2,O318X2,0,yes
O31.8X20,O318X20,0,yes
O31.8X23,O318X23,0,yes
O31.8X24,O318X24,0,yes
O31.8X25,O318X25,0,yes
O31.8X29,O318X29,0,yes
O31.8X3,O318X3,0,yes
O31.8X34,O318X34,0,yes
O31.8X35,O318X35,0,yes
O31.8X39,O318X39,0,yes
O32.1,O321,0,yes
O32.1XX5,O321XX5,0,yes
O32.2,O322,0,yes
O32.2XX4,O322XX4,0,yes
O32.2XX5,O322XX5,0,yes
O32.3,O323,0,yes
O32.3XX3,O323XX3,0,yes
O32.3XX4,O323XX4,0,yes
O32.3XX5,O323XX5,0,yes
O32.3XX9,O323XX9,0,yes
O32.8XX3,O328XX3,0,yes
O32.8XX4,O328XX4,0,yes
O32.8XX5,O328XX5,0,yes
O32.8XX9,O328XX9,0,yes
O32.9,O329,0,yes
O32.9XX4,O329XX4,0,yes
O32.9XX5,O329XX5,0,yes
O32.9XX9,O329XX9,0,yes
O60.12,O6012,0,yes
O60.12X4,O6012X4,0,yes
O60.12X5,O6012X5,0,yes
O60.12X9,O6012X9,0,yes
O60.13,O6013,0,yes
O60.13X4,O6013X4,0,yes
O60.13X5,O6013X5,0,yes
O60.14,O6014,0,yes
O60.14X5,O6014X5,0,yes
O60.22,O6022,0,yes
O60.22X2,O6022X2,0,yes
O60.22X3,O6022X3,0,yes
O60.22X4,O6022X4,0,yes
O60.22X5,O6022X5,0,yes
O60.23,O6023,0,yes
O60.23X2,O6023X2,0,yes
O60.23X3,O6023X3,0,yes
O60.23X4,O6023X4,0,yes
O60.23X5,O6023X5,0,yes
O64.1,O641,0,yes
O64.1XX3,O641XX3,0,yes
O64.1XX4,O641XX4,0,yes
O64.1XX5,O641XX5,0,yes
O64.2,O642,0,yes
O64.2XX3,O642XX3,0,yes
O64.2XX4,O642XX4,0,yes
O64.2XX5,O642XX5,0,yes
O64.2XX9,O642XX9,0,yes
O64.3,O643,0,yes
O64.3XX1,O643XX1,0,yes
O64.3XX2,O643XX2,0,yes
O64.3XX3,O643XX3,0,yes
O64.3XX4,O643XX4,0,yes
O64.3XX5,O643XX5,0,yes
O64.3XX9,O643XX9,0,yes
P01.5,P015,0,yes
Z37.2,Z372,0,yes
Z37.5,Z375,0,yes
Z37.50,Z3750,0,yes
Z37.51,Z3751,0,yes
Z37.52,Z3752,0,yes
Z37.53,Z3753,0,yes
Z37.54,Z3754,0,yes
Z37.59,Z3759,0,yes
Z37.6,Z376,0,yes
Z37.60,Z3760,0,yes
Z37.61,Z3761,0,yes
Z37.62,Z3762,0,yes
Z37.63,Z3763,0,yes
Z37.64,Z3764,0,yes
Z37.69,Z3769,0,yes
O95,O95,0,yes
O96,O96,0,yes
O96.0,O960,0,yes
O96.1,O961,0,yes
O96.9,O969,0,yes
O97,O97,0,yes
O97.0,O970,0,yes
O97.1,O971,0,yes
O97.9,O979,0,yes
P07.0,P070,0,yes
P07.00,P0700,0,yes
P07.01,P0701,0,yes
P07.02,P0702,0,yes
P07.03,P0703,0,yes
P07.1,P071,0,yes
P07.10,P0710,0,yes
P07.14,P0714,0,yes
P07.15,P0715,0,yes
P07.16,P0716,0,yes
P07.17,P0717,0,yes
P07.18,P0718,0,yes
P07.2,P072,0,yes
P07.20,P0720,0,yes
P07.21,P0721,0,yes
P07.22,P0722,0,yes
P07.23,P0723,0,yes
P07.24,P0724,0,yes
P07.25,P0725,0,yes
P07.26,P0726,0,yes
P07.3,P073,0,yes
P07.30,P0730,0,yes
P07.31,P0731,0,yes
P07.32,P0732,0,yes
P07.33,P0733,0,yes
P07.34,P0734,0,yes
P07.35,P0735,0,yes
P07.36,P0736,0,yes
P07.37,P0737,0,yes
P07.38,P0738,0,yes
P07.39,P0739,0,yes
I71.00,I7100,1,
I71.01,I7101,1,
I71.02,I7102,1,
I71.03,I7103,1,
I71.2,I712,1,
I71.4,I714,1,
I71.9,I719,1,
O90.4,O904,1,
O88.113,O88113,1,
O88.12,O8812,1,
O88.13,O8813,1,
D68.8,D688,1,
D68.9,D689,1,
O45.002,O45002,1,
O45.003,O45003,1,
O45.009,O45009,1,
O45.013,O45013,1,
O45.023,O45023,1,
O45.092,O45092,1,
O45.093,O45093,1,
O46.023,O46023,1,
O46.029,O46029,1,
O67.0,O670,1,
O72.3,O723,1,
O15.00,O1500,1,
O15.02,O1502,1,
O15.03,O1503,1,
O15.1,O151,1,
O15.2,O152,1,
O15.9,O159,1,
I97.131,I97131,1,
G45.0,G450,1,
G45.3,G453,1,
G45.4,G454,1,
G45.8,G458,1,
G45.9,G459,1,
G46.3,G463,1,
G46.4,G464,1,
G93.49,G9349,1,
H34.02,H3402,1,
I60.12,I6012,1,
I60.2,I602,1,
I60.31,I6031,1,
I60.4,I604,1,
I60.6,I606,1,
I60.7,I607,1,
I60.8,I608,1,
I60.9,I609,1,
I61.0,I610,1,
I61.1,I611,1,
I61.2,I612,1,
I61.3,I613,1,
I61.5,I615,1,
I61.6,I616,1,
I61.8,I618,1,
I61.9,I619,1,
I62.00,I6200,1,
I62.9,I629,1,
I63.00,I6300,1,
I63.02,I6302,1,
I63.031,I63031,1,
I63.09,I6309,1,
I63.131,I63131,1,
I63.132,I63132,1,
I63.19,I6319,1,
I63.212,I63212,1,
I63.219,I63219,1,
I63.231,I63231,1,
I63.29,I6329,1,
I63.311,I63311,1,
I63.312,I63312,1,
I63.319,I63319,1,
I63.331,I63331,1,
I63.39,I6339,1,
I63.40,I6340,1,
I63.411,I63411,1,
I63.412,I63412,1,
I63.429,I63429,1,
I63.449,I63449,1,
I63.49,I6349,1,
I63.50,I6350,1,
I63.511,I63511,1,
I63.512,I63512,1,
I63.522,I63522,1,
I63.531,I63531,1,
I63.532,I63532,1,
I63.542,I63542,1,
I63.549,I63549,1,
I63.6,I636,1,
I63.8,I638,1,
I63.81,I6381,1,
I63.89,I6389,1,
I63.9,I639,1,
I65.01,I6501,1,
I65.02,I6502,1,
I65.03,I6503,1,
I65.09,I6509,1,
I65.1,I651,1,
I65.21,I6521,1,
I65.22,I6522,1,
I65.23,I6523,1,
I65.29,I6529,1,
I65.8,I658,1,
I66.01,I6601,1,
I66.02,I6602,1,
I66.09,I6609,1,
I66.11,I6611,1,
I66.12,I6612,1,
I66.21,I6621,1,
I66.22,I6622,1,
I66.23,I6623,1,
I66.3,I663,1,
I66.8,I668,1,
I66.9,I669,1,
I67.4,I674,1,
O22.53,O2253,1,
O87.3,O873,1,
I50.1,I501,1,
I50.20,I5020,1,
I50.21,I5021,1,
I50.23,I5023,1,
I50.30,I5030,1,
I50.31,I5031,1,
I50.33,I5033,1,
I50.40,I5040,1,
I50.41,I5041,1,
I50.43,I5043,1,
I50.810,I50810,1,
I50.811,I50811,1,
I50.813,I50813,1,
I50.82,I5082,1,
I50.83,I5083,1,
I50.84,I5084,1,
I50.89,I5089,1,
I50.9,I509,1,
O29.293,O29293,1,
O74.2,O742,1,
O89.2,O892,1,
O85,O85,1,
O86.04,O8604,1,
O75.1,O751,1,
R57.0,R570,1,
D57.00,D5700,1,
D57.01,D5701,1,
D57.02,D5702,1,
D57.03,D5703,1,
D57.09,D5709,1,
D57.211,D57211,1,
D57.212,D57212,1,
D57.218,D57218,1,
D57.219,D57219,1,
D57.419,D57419,1,
D57.819,D57819,1,
O88.012,O88012,1,
O88.02,O8802,1,
O88.03,O8803,1,
O88.212,O88212,1,
O88.213,O88213,1,
O88.219,O88219,1,
O88.22,O8822,1,
O88.23,O8823,1,
O88.312,O88312,1,
O88.32,O8832,1,
O88.812,O88812,1,
O88.813,O88813,1,
O88.819,O88819,1,
O88.82,O8882,1,
O88.83,O8883,1,
O86.12,O8612,1,
O99.345,O99345,1,
I11.9,I119,1,
I12.9,I129,1,
I13.10,I1310,1,
I16.0,I160,1,
I16.1,I161,1,
I16.9,I169,1,
O10.011,O10011,1,
O10.012,O10012,1,
O10.013,O10013,1,
O10.019,O10019,1,
O10.02,O1002,1,
O10.03,O1003,1,
O10.111,O10111,1,
O10.112,O10112,1,
O10.113,O10113,1,
O10.119,O10119,1,
O10.12,O1012,1,
O10.13,O1013,1,
O10.211,O10211,1,
O10.212,O10212,1,
O10.213,O10213,1,
O10.219,O10219,1,
O10.22,O1022,1,
O10.23,O1023,1,
O10.311,O10311,1,
O10.312,O10312,1,
O10.313,O10313,1,
O10.319,O10319,1,
O10.32,O1032,1,
O10.33,O1033,1,
O10.411,O10411,1,
O10.412,O10412,1,
O10.413,O10413,1,
O10.419,O10419,1,
O10.42,O1042,1,
O10.43,O1043,1,
O10.911,O10911,1,
O10.912,O10912,1,
O10.913,O10913,1,
O10.919,O10919,1,
O10.92,O1092,1,
O10.93,O1093,1,
O11.1,O111,1,
O11.2,O112,1,
O11.3,O113,1,
O11.9,O119,1,
E10.10,E1010,1,
E10.11,E1011,1,
E10.21,E1021,1,
E10.22,E1022,1,
E10.29,E1029,1,
E10.311,E10311,1,
E10.319,E10319,1,
E10.321,E10321,1,
E10.3211,E103211,1,
E10.3213,E103213,1,
E10.3219,E103219,1,
E10.329,E10329,1,
E10.3291,E103291,1,
E10.3293,E103293,1,
E10.3299,E103299,1,
E10.3313,E103313,1,
E10.339,E10339,1,
E10.3391,E103391,1,
E10.3392,E103392,1,
E10.3393,E103393,1,
E10.3399,E103399,1,
E10.3411,E103411,1,
E10.3413,E103413,1,
E10.3491,E103491,1,
E10.3492,E103492,1,
E10.3493,E103493,1,
E10.351,E10351,1,
E10.3511,E103511,1,
E10.3512,E103512,1,
E10.3513,E103513,1,
E10.3519,E103519,1,
E10.3521,E103521,1,
E10.3522,E103522,1,
E10.3523,E103523,1,
E10.3532,E103532,1,
E10.3541,E103541,1,
E10.3542,E103542,1,
E10.3553,E103553,1,
E10.359,E10359,1,
E10.3591,E103591,1,
E10.3592,E103592,1,
E10.3593,E103593,1,
E10.3599,E103599,1,
E10.36,E1036,1,
E10.39,E1039,1,
E10.40,E1040,1,
E10.41,E1041,1,
E10.42,E1042,1,
E10.43,E1043,1,
E10.44,E1044,1,
E10.49,E1049,1,
E10.51,E1051,1,
E10.52,E1052,1,
E10.59,E1059,1,
E10.618,E10618,1,
E10.620,E10620,1,
E10.621,E10621,1,
E10.622,E10622,1,
E10.628,E10628,1,
E10.630,E10630,1,
E10.638,E10638,1,
E10.641,E10641,1,
E10.649,E10649,1,
E10.65,E1065,1,
E10.69,E1069,1,
E10.8,E108,1,
E10.9,E109,1,
E11.00,E1100,1,
E11.01,E1101,1,
E11.10,E1110,1,
E11.21,E1121,1,
E11.22,E1122,1,
E11.29,E1129,1,
E11.311,E11311,1,
E11.319,E11319,1,
E11.3211,E113211,1,
E11.3212,E113212,1,
E11.3213,E113213,1,
E11.329,E11329,1,
E11.3292,E113292,1,
E11.3293,E113293,1,
E11.3299,E113299,1,
E11.3312,E113312,1,
E11.3313,E113313,1,
E11.339,E11339,1,
E11.3391,E113391,1,
E11.3392,E113392,1,
E11.3393,E113393,1,
E11.3399,E113399,1,
E11.3411,E113411,1,
E11.3413,E113413,1,
E11.3419,E113419,1,
E11.3491,E113491,1,
E11.3492,E113492,1,
E11.3493,E113493,1,
E11.351,E11351,1,
E11.3511,E113511,1,
E11.3512,E113512,1,
E11.3513,E113513,1,
E11.3519,E113519,1,
E11.3521,E113521,1,
E11.3522,E113522,1,
E11.3523,E113523,1,
E11.3531,E113531,1,
E11.3532,E113532,1,
E11.3542,E113542,1,
E11.3553,E113553,1,
E11.359,E11359,1,
E11.3591,E113591,1,
E11.3592,E113592,1,
E11.3593,E113593,1,
E11.3599,E113599,1,
E11.36,E1136,1,
E11.39,E1139,1,
E11.40,E1140,1,
E11.42,E1142,1,
E11.43,E1143,1,
E11.44,E1144,1,
E11.49,E1149,1,
E11.51,E1151,1,
E11.52,E1152,1,
E11.59,E1159,1,
E11.610,E11610,1,
E11.620,E11620,1,
E11.621,E11621,1,
E11.622,E11622,1,
E11.628,E11628,1,
E11.638,E11638,1,
E11.641,E11641,1,
E11.649,E11649,1,
E11.65,E1165,1,
E11.69,E1169,1,
E11.8,E118,1,
E11.9,E119,1,
E13.00,E1300,1,
E13.10,E1310,1,
E13.22,E1322,1,
E13.29,E1329,1,
E13.311,E13311,1,
E13.319,E13319,1,
E13.43,E1343,1,
E13.49,E1349,1,
E13.621,E13621,1,
E13.649,E13649,1,
E13.65,E1365,1,
E13.69,E1369,1,
E13.8,E138,1,
E13.9,E139,1,
O24.011,O24011,1,
O24.012,O24012,1,
O24.013,O24013,1,
O24.019,O24019,1,
O24.02,O2402,1,
O24.03,O2403,1,
O24.111,O24111,1,
O24.112,O24112,1,
O24.113,O24113,1,
O24.119,O24119,1,
O24.12,O2412,1,
O24.13,O2413,1,
O24.311,O24311,1,
O24.312,O24312,1,
O24.313,O24313,1,
O24.319,O24319,1,
O24.32,O2432,1,
O24.33,O2433,1,
O24.410,O24410,1,
O24.414,O24414,1,
O24.415,O24415,1,
O24.419,O24419,1,
O24.420,O24420,1,
O24.424,O24424,1,
O24.425,O24425,1,
O24.429,O24429,1,
O24.430,O24430,1,
O24.434,O24434,1,
O24.435,O24435,1,
O24.439,O24439,1,
O24.811,O24811,1,
O24.812,O24812,1,
O24.813,O24813,1,
O24.819,O24819,1,
O24.82,O2482,1,
O24.83,O2483,1,
O24.911,O24911,1,
O24.912,O24912,1,
O24.913,O24913,1,
O24.919,O24919,1,
O24.92,O2492,1,
O24.93,O2493,1,
O14.00,O1400,1,
O14.02,O1402,1,
O14.03,O1403,1,
O14.10,O1410,1,
O14.12,O1412,1,
O14.13,O1413,1,
O14.20,O1420,1,
O14.22,O1422,1,
O14.23,O1423,1,
O14.90,O1490,1,
O14.92,O1492,1,
O14.93,O1493,1,
O16.1,O161,1,
O16.2,O162,1,
O16.3,O163,1,
O16.9,O169,1,
O13.1,O131,1,
O13.2,O132,1,
O13.3,O133,1,
O13.9,O139,1,
F10.10,F1010,1,
F10.120,F10120,1,
F10.121,F10121,1,
F10.129,F10129,1,
F10.14,F1014,1,
F10.188,F10188,1,
F10.19,F1019,1,
F10.20,F1020,1,
F10.220,F10220,1,
F10.229,F10229,1,
F10.230,F10230,1,
F10.231,F10231,1,
F10.232,F10232,1,
F10.239,F10239,1,
F10.24,F1024,1,
F10.29,F1029,1,
F10.94,F1094,1,
G31.2,G312,1,
O35.4XX0,O354XX0,1,
O99.310,O99310,1,
O99.311,O99311,1,
O99.312,O99312,1,
O99.313,O99313,1,
O99.314,O99314,1,
O99.315,O99315,1,
F11.10,F1110,1,
F11.120,F11120,1,
F11.122,F11122,1,
F11.129,F11129,1,
F11.14,F1114,1,
F11.188,F11188,1,
F11.19,F1119,1,
F11.20,F1120,1,
F11.220,F11220,1,
F11.229,F11229,1,
F11.23,F1123,1,
F11.24,F1124,1,
F11.282,F11282,1,
F11.288,F11288,1,
F11.29,F1129,1,
F12.120,F12120,1,
F12.121,F12121,1,
F12.129,F12129,1,
F12.188,F12188,1,
F12.19,F1219,1,
F12.20,F1220,1,
F12.229,F12229,1,
F12.29,F1229,1,
F13.10,F1310,1,
F13.129,F13129,1,
F13.19,F1319,1,
F13.20,F1320,1,
F13.220,F13220,1,
F13.229,F13229,1,
F13.230,F13230,1,
F13.239,F13239,1,
F14.10,F1410,1,
F14.120,F14120,1,
F14.121,F14121,1,
F14.122,F14122,1,
F14.129,F14129,1,
F14.14,F1414,1,
F14.188,F14188,1,
F14.19,F1419,1,
F14.20,F1420,1,
F14.23,F1423,1,
F14.24,F1424,1,
F14.29,F1429,1,
F15.10,F1510,1,
F15.120,F15120,1,
F15.121,F15121,1,
F15.122,F15122,1,
F15.129,F15129,1,
F15.14,F1514,1,
F15.188,F15188,1,
F15.19,F1519,1,
F15.20,F1520,1,
F15.220,F15220,1,
F15.221,F15221,1,
F15.229,F15229,1,
F15.23,F1523,1,
F15.29,F1529,1,
F16.10,F1610,1,
F16.120,F16120,1,
F16.129,F16129,1,
F16.20,F1620,1,
F16.288,F16288,1,
F17.200,F17200,1,
F17.203,F17203,1,
F17.209,F17209,1,
F17.210,F17210,1,
F17.213,F17213,1,
F17.218,F17218,1,
F17.219,F17219,1,
F17.220,F17220,1,
F17.290,F17290,1,
O99.330,O99330,1,
O99.331,O99331,1,
O99.332,O99332,1,
O99.333,O99333,1,
O99.334,O99334,1,
O99.335,O99335,1,
F19.10,F1910,1,
F19.120,F19120,1,
F19.121,F19121,1,
F19.129,F19129,1,
F19.14,F1914,1,
F19.188,F19188,1,
F19.19,F1919,1,
F19.20,F1920,1,
F19.229,F19229,1,
F19.230,F19230,1,
F19.239,F19239,1,
F19.24,F1924,1,
F19.288,F19288,1,
F19.29,F1929,1,
O35.5XX0,O355XX0,1,
O35.5XX1,O355XX1,1,
O35.5XX3,O355XX3,1,
O35.5XX9,O355XX9,1,
O99.320,O99320,1,
O99.321,O99321,1,
O99.322,O99322,1,
O99.323,O99323,1,
O99.324,O99324,1,
O99.325,O99325,1,
F31.30,F3130,1,
F31.31,F3131,1,
F31.32,F3132,1,
F31.4,F314,1,
F31.5,F315,1,
F31.60,F3160,1,
F31.61,F3161,1,
F31.62,F3162,1,
F31.63,F3163,1,
F31.64,F3164,1,
F31.75,F3175,1,
F31.76,F3176,1,
F31.77,F3177,1,
F31.78,F3178,1,
F31.81,F3181,1,
F32.0,F320,1,
F32.1,F321,1,
F32.2,F322,1,
F32.3,F323,1,
F32.4,F324,1,
F32.5,F325,1,
F32.89,F3289,1,
F32.9,F329,1,
F32.A,F32A,1,
F33.0,F330,1,
F33.1,F331,1,
F33.2,F332,1,
F33.3,F333,1,
F33.40,F3340,1,
F33.41,F3341,1,
F33.42,F3342,1,
F33.8,F338,1,
F33.9,F339,1,
F34.1,F341,1,
O44.10,O4410,1,
O44.12,O4412,1,
O44.13,O4413,1,
O44.30,O4430,1,
O44.32,O4432,1,
O44.33,O4433,1,
O44.50,O4450,1,
O44.52,O4452,1,
O44.53,O4453,1,
O45.8X2,O458X2,1,
O45.8X3,O458X3,1,
O45.8X9,O458X9,1,
O45.90,O4590,1,
O45.92,O4592,1,
O45.93,O4593,1,
O46.8X2,O468X2,1,
O46.8X3,O468X3,1,
O46.8X9,O468X9,1,
O46.92,O4692,1,
O46.93,O4693,1,
O46.90,O4690,1,
O43.212,O43212,1,
O43.213,O43213,1,
O43.219,O43219,1,
O43.222,O43222,1,
O43.223,O43223,1,
O43.229,O43229,1,
O43.232,O43232,1,
O43.233,O43233,1,
O43.239,O43239,1,
O72.0,O720,1,
O72.1,O721,1,
O72.2,O722,1,
O36.4XX0,O364XX0,1,
O36.4XX1,O364XX1,1,
O36.4XX2,O364XX2,1,
O36.4XX3,O364XX3,1,
O36.4XX4,O364XX4,1,
O36.4XX9,O364XX9,1,
O75.82,O7582,1,
O82,O82,1,
O30.001,O30001,1,
O30.002,O30002,1,
O30.003,O30003,1,
O30.011,O30011,1,
O30.012,O30012,1,
O30.013,O30013,1,
O30.031,O30031,1,
O30.032,O30032,1,
O30.033,O30033,1,
O30.041,O30041,1,
O30.042,O30042,1,
O30.043,O30043,1,
O30.091,O30091,1,
O30.092,O30092,1,
O30.093,O30093,1,
O30.101,O30101,1,
O30.102,O30102,1,
O30.103,O30103,1,
O30.111,O30111,1,
O30.112,O30112,1,
O30.113,O30113,1,
O30.121,O30121,1,
O30.122,O30122,1,
O30.123,O30123,1,
O30.192,O30192,1,
O30.193,O30193,1,
O30.201,O30201,1,
O30.202,O30202,1,
O30.203,O30203,1,
O30.212,O30212,1,
O30.222,O30222,1,
O30.291,O30291,1,
O30.813,O30813,1,
O30.91,O3091,1,
O30.92,O3092,1,
O30.93,O3093,1,
O31.11X0,O3111X0,1,
O31.11X1,O3111X1,1,
O31.11X2,O3111X2,1,
O31.12X0,O3112X0,1,
O31.12X1,O3112X1,1,
O31.12X2,O3112X2,1,
O31.13X0,O3113X0,1,
O31.13X1,O3113X1,1,
O31.13X2,O3113X2,1,
O31.21X0,O3121X0,1,
O31.21X1,O3121X1,1,
O31.21X2,O3121X2,1,
O31.22X0,O3122X0,1,
O31.22X1,O3122X1,1,
O31.22X2,O3122X2,1,
O31.23X0,O3123X0,1,
O31.23X1,O3123X1,1,
O31.23X2,O3123X2,1,
O31.23X3,O3123X3,1,
O31.23X9,O3123X9,1,
O31.8X21,O318X21,1,
O31.8X22,O318X22,1,
O31.8X30,O318X30,1,
O31.8X31,O318X31,1,
O31.8X32,O318X32,1,
O31.8X33,O318X33,1,
O32.1XX0,O321XX0,1,
O32.1XX1,O321XX1,1,
O32.1XX2,O321XX2,1,
O32.1XX3,O321XX3,1,
O32.1XX4,O321XX4,1,
O32.1XX9,O321XX9,1,
O32.2XX0,O322XX0,1,
O32.2XX1,O322XX1,1,
O32.2XX2,O322XX2,1,
O32.2XX3,O322XX3,1,
O32.2XX9,O322XX9,1,
O32.3XX0,O323XX0,1,
O32.3XX1,O323XX1,1,
O32.3XX2,O323XX2,1,
O32.8XX0,O328XX0,1,
O32.8XX1,O328XX1,1,
O32.8XX2,O328XX2,1,
O32.9XX0,O329XX0,1,
O32.9XX1,O329XX1,1,
O32.9XX2,O329XX2,1,
O32.9XX3,O329XX3,1,
O34.211,O34211,1,
O34.212,O34212,1,
O34.219,O34219,1,
O60.12X0,O6012X0,1,
O60.12X1,O6012X1,1,
O60.12X2,O6012X2,1,
O60.12X3,O6012X3,1,
O60.13X0,O6013X0,1,
O60.13X1,O6013X1,1,
O60.13X2,O6013X2,1,
O60.13X3,O6013X3,1,
O60.13X9,O6013X9,1,
O60.14X0,O6014X0,1,
O60.14X1,O6014X1,1,
O60.14X2,O6014X2,1,
O60.14X3,O6014X3,1,
O60.14X4,O6014X4,1,
O60.14X9,O6014X9,1,
O60.22X0,O6022X0,1,
O60.22X1,O6022X1,1,
O60.22X9,O6022X9,1,
O60.23X0,O6023X0,1,
O60.23X1,O6023X1,1,
O60.23X9,O6023X9,1,
O63.2,O632,1,
O64.1XX0,O641XX0,1,
O64.1XX1,O641XX1,1,
O64.1XX2,O641XX2,1,
O64.1XX9,O641XX9,1,
O64.2XX0,O642XX0,1,
O64.2XX1,O642XX1,1,
O64.2XX2,O642XX2,1,
O64.3XX0,O643XX0,1,
O66.1,O661,1,
O66.6,O666,1,
O66.5,O665,1,
O70.2,O702,1,
O70.20,O7020,1,
O70.21,O7021,1,
O70.22,O7022,1,
O70.23,O7023,1,
O70.3,O703,1,
